SalesOrderID,OrderDate,DueDate,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID
43946,2011-07-06 00:00:00,2011-07-18 00:00:00,SO43946,,10-4030-016687,16687
43947,2011-07-06 00:00:00,2011-07-18 00:00:00,SO43947,,10-4030-016712,16712
43948,2011-07-06 00:00:00,2011-07-18 00:00:00,SO43948,,10-4030-011047,11047
43949,2011-07-07 00:00:00,2011-07-19 00:00:00,SO43949,,10-4030-027726,27726
43950,2011-07-07 00:00:00,2011-07-19 00:00:00,SO43950,,10-4030-028014,28014
43951,2011-07-07 00:00:00,2011-07-19 00:00:00,SO43951,,10-4030-016696,16696
43952,2011-07-07 00:00:00,2011-07-19 00:00:00,SO43952,,10-4030-016639,16639
43953,2011-07-08 00:00:00,2011-07-20 00:00:00,SO43953,,10-4030-020049,20049
43954,2011-07-08 00:00:00,2011-07-20 00:00:00,SO43954,,10-4030-013602,13602
43955,2011-07-08 00:00:00,2011-07-20 00:00:00,SO43955,,10-4030-013661,13661
43956,2011-07-08 00:00:00,2011-07-20 00:00:00,SO43956,,10-4030-011030,11030
43957,2011-07-09 00:00:00,2011-07-21 00:00:00,SO43957,,10-4030-028068,28068
43958,2011-07-09 00:00:00,2011-07-21 00:00:00,SO43958,,10-4030-016658,16658
43959,2011-07-09 00:00:00,2011-07-21 00:00:00,SO43959,,10-4030-011035,11035
43960,2011-07-09 00:00:00,2011-07-21 00:00:00,SO43960,,10-4030-011046,11046
43961,2011-07-10 00:00:00,2011-07-22 00:00:00,SO43961,,10-4030-028031,28031
43962,2011-07-10 00:00:00,2011-07-22 00:00:00,SO43962,,10-4030-028076,28076
43963,2011-07-10 00:00:00,2011-07-22 00:00:00,SO43963,,10-4030-016685,16685
43964,2011-07-10 00:00:00,2011-07-22 00:00:00,SO43964,,10-4030-016745,16745
43965,2011-07-10 00:00:00,2011-07-22 00:00:00,SO43965,,10-4030-011038,11038
43966,2011-07-10 00:00:00,2011-07-22 00:00:00,SO43966,,10-4030-011039,11039
43967,2011-07-11 00:00:00,2011-07-23 00:00:00,SO43967,,10-4030-028040,28040
43968,2011-07-11 00:00:00,2011-07-23 00:00:00,SO43968,,10-4030-028067,28067
43969,2011-07-11 00:00:00,2011-07-23 00:00:00,SO43969,,10-4030-028071,28071
43970,2011-07-11 00:00:00,2011-07-23 00:00:00,SO43970,,10-4030-016684,16684
43971,2011-07-11 00:00:00,2011-07-23 00:00:00,SO43971,,10-4030-016657,16657
43972,2011-07-12 00:00:00,2011-07-24 00:00:00,SO43972,,10-4030-021939,21939
43973,2011-07-12 00:00:00,2011-07-24 00:00:00,SO43973,,10-4030-028039,28039
43974,2011-07-12 00:00:00,2011-07-24 00:00:00,SO43974,,10-4030-013687,13687
43975,2011-07-12 00:00:00,2011-07-24 00:00:00,SO43975,,10-4030-013540,13540
43976,2011-07-12 00:00:00,2011-07-24 00:00:00,SO43976,,10-4030-028063,28063
43977,2011-07-12 00:00:00,2011-07-24 00:00:00,SO43977,,10-4030-016703,16703
43978,2011-07-13 00:00:00,2011-07-25 00:00:00,SO43978,,10-4030-028030,28030
43979,2011-07-13 00:00:00,2011-07-25 00:00:00,SO43979,,10-4030-014576,14576
43980,2011-07-13 00:00:00,2011-07-25 00:00:00,SO43980,,10-4030-011048,11048
43981,2011-07-13 00:00:00,2011-07-25 00:00:00,SO43981,,10-4030-016664,16664
43982,2011-07-13 00:00:00,2011-07-25 00:00:00,SO43982,,10-4030-025271,25271
43983,2011-07-14 00:00:00,2011-07-26 00:00:00,SO43983,,10-4030-028017,28017
43984,2011-07-14 00:00:00,2011-07-26 00:00:00,SO43984,,10-4030-013545,13545
43985,2011-07-14 00:00:00,2011-07-26 00:00:00,SO43985,,10-4030-013515,13515
43986,2011-07-14 00:00:00,2011-07-26 00:00:00,SO43986,,10-4030-028070,28070
43987,2011-07-15 00:00:00,2011-07-27 00:00:00,SO43987,,10-4030-028042,28042
43988,2011-07-15 00:00:00,2011-07-27 00:00:00,SO43988,,10-4030-011244,11244
43989,2011-07-15 00:00:00,2011-07-27 00:00:00,SO43989,,10-4030-028083,28083
43990,2011-07-15 00:00:00,2011-07-27 00:00:00,SO43990,,10-4030-025872,25872
43991,2011-07-15 00:00:00,2011-07-27 00:00:00,SO43991,,10-4030-016660,16660
43992,2011-07-15 00:00:00,2011-07-27 00:00:00,SO43992,,10-4030-016638,16638
43993,2011-07-17 00:00:00,2011-07-29 00:00:00,SO43993,,10-4030-016929,16929
43994,2011-07-18 00:00:00,2011-07-30 00:00:00,SO43994,,10-4030-027681,27681
43995,2011-07-18 00:00:00,2011-07-30 00:00:00,SO43995,,10-4030-021813,21813
43996,2011-07-18 00:00:00,2011-07-30 00:00:00,SO43996,,10-4030-027920,27920
43997,2011-07-18 00:00:00,2011-07-30 00:00:00,SO43997,,10-4030-028022,28022
43998,2011-07-18 00:00:00,2011-07-30 00:00:00,SO43998,,10-4030-011033,11033
43999,2011-07-18 00:00:00,2011-07-30 00:00:00,SO43999,,10-4030-028047,28047
44000,2011-07-19 00:00:00,2011-07-31 00:00:00,SO44000,,10-4030-027918,27918
44001,2011-07-19 00:00:00,2011-07-31 00:00:00,SO44001,,10-4030-028044,28044
44002,2011-07-19 00:00:00,2011-07-31 00:00:00,SO44002,,10-4030-014572,14572
44003,2011-07-19 00:00:00,2011-07-31 00:00:00,SO44003,,10-4030-019325,19325
44004,2011-07-19 00:00:00,2011-07-31 00:00:00,SO44004,,10-4030-028061,28061
44005,2011-07-19 00:00:00,2011-07-31 00:00:00,SO44005,,10-4030-026629,26629
44006,2011-07-19 00:00:00,2011-07-31 00:00:00,SO44006,,10-4030-016744,16744
44007,2011-07-19 00:00:00,2011-07-31 00:00:00,SO44007,,10-4030-025555,25555
44008,2011-07-20 00:00:00,2011-08-01 00:00:00,SO44008,,10-4030-027678,27678
44009,2011-07-20 00:00:00,2011-08-01 00:00:00,SO44009,,10-4030-027759,27759
44010,2011-07-20 00:00:00,2011-08-01 00:00:00,SO44010,,10-4030-013680,13680
44011,2011-07-20 00:00:00,2011-08-01 00:00:00,SO44011,,10-4030-013514,13514
44012,2011-07-20 00:00:00,2011-08-01 00:00:00,SO44012,,10-4030-011052,11052
44013,2011-07-20 00:00:00,2011-08-01 00:00:00,SO44013,,10-4030-016928,16928
44014,2011-07-21 00:00:00,2011-08-02 00:00:00,SO44014,,10-4030-027917,27917
44015,2011-07-21 00:00:00,2011-08-02 00:00:00,SO44015,,10-4030-013693,13693
44016,2011-07-21 00:00:00,2011-08-02 00:00:00,SO44016,,10-4030-011247,11247
44017,2011-07-21 00:00:00,2011-08-02 00:00:00,SO44017,,10-4030-028078,28078
44018,2011-07-21 00:00:00,2011-08-02 00:00:00,SO44018,,10-4030-025876,25876
44019,2011-07-21 00:00:00,2011-08-02 00:00:00,SO44019,,10-4030-016701,16701
44020,2011-07-21 00:00:00,2011-08-02 00:00:00,SO44020,,10-4030-016931,16931
44021,2011-07-21 00:00:00,2011-08-02 00:00:00,SO44021,,10-4030-011032,11032
44022,2011-07-22 00:00:00,2011-08-03 00:00:00,SO44022,,10-4030-022008,22008
44023,2011-07-22 00:00:00,2011-08-03 00:00:00,SO44023,,10-4030-019830,19830
44024,2011-07-22 00:00:00,2011-08-03 00:00:00,SO44024,,10-4030-016663,16663
44025,2011-07-22 00:00:00,2011-08-03 00:00:00,SO44025,,10-4030-016708,16708
44026,2011-07-22 00:00:00,2011-08-03 00:00:00,SO44026,,10-4030-017045,17045
44027,2011-07-23 00:00:00,2011-08-04 00:00:00,SO44027,,10-4030-021921,21921
44028,2011-07-23 00:00:00,2011-08-04 00:00:00,SO44028,,10-4030-017048,17048
44029,2011-07-23 00:00:00,2011-08-04 00:00:00,SO44029,,10-4030-011050,11050
44030,2011-07-24 00:00:00,2011-08-05 00:00:00,SO44030,,10-4030-012131,12131
44031,2011-07-24 00:00:00,2011-08-05 00:00:00,SO44031,,10-4030-013689,13689
44032,2011-07-24 00:00:00,2011-08-05 00:00:00,SO44032,,10-4030-011243,11243
44033,2011-07-24 00:00:00,2011-08-05 00:00:00,SO44033,,10-4030-016693,16693
44034,2011-07-24 00:00:00,2011-08-05 00:00:00,SO44034,,10-4030-016702,16702
44035,2011-07-24 00:00:00,2011-08-05 00:00:00,SO44035,,10-4030-016707,16707
44036,2011-07-24 00:00:00,2011-08-05 00:00:00,SO44036,,10-4030-017046,17046
44037,2011-07-24 00:00:00,2011-08-05 00:00:00,SO44037,,10-4030-025272,25272
44038,2011-07-24 00:00:00,2011-08-05 00:00:00,SO44038,,10-4030-025868,25868
44039,2011-07-25 00:00:00,2011-08-06 00:00:00,SO44039,,10-4030-017971,17971
44040,2011-07-25 00:00:00,2011-08-06 00:00:00,SO44040,,10-4030-011057,11057
44041,2011-07-25 00:00:00,2011-08-06 00:00:00,SO44041,,10-4030-016742,16742
44042,2011-07-26 00:00:00,2011-08-07 00:00:00,SO44042,,10-4030-013678,13678
44043,2011-07-26 00:00:00,2011-08-07 00:00:00,SO44043,,10-4030-013679,13679
44044,2011-07-26 00:00:00,2011-08-07 00:00:00,SO44044,,10-4030-013690,13690
44045,2011-07-26 00:00:00,2011-08-07 00:00:00,SO44045,,10-4030-028394,28394
44046,2011-07-26 00:00:00,2011-08-07 00:00:00,SO44046,,10-4030-028064,28064
44047,2011-07-26 00:00:00,2011-08-07 00:00:00,SO44047,,10-4030-025878,25878
44048,2011-07-26 00:00:00,2011-08-07 00:00:00,SO44048,,10-4030-016713,16713
44049,2011-07-27 00:00:00,2011-08-08 00:00:00,SO44049,,10-4030-013538,13538
44050,2011-07-27 00:00:00,2011-08-08 00:00:00,SO44050,,10-4030-017050,17050
44051,2011-07-28 00:00:00,2011-08-09 00:00:00,SO44051,,10-4030-013691,13691
44052,2011-07-28 00:00:00,2011-08-09 00:00:00,SO44052,,10-4030-016637,16637
44053,2011-07-29 00:00:00,2011-08-10 00:00:00,SO44053,,10-4030-019329,19329
44054,2011-07-29 00:00:00,2011-08-10 00:00:00,SO44054,,10-4030-013542,13542
44055,2011-07-29 00:00:00,2011-08-10 00:00:00,SO44055,,10-4030-013543,13543
44056,2011-07-29 00:00:00,2011-08-10 00:00:00,SO44056,,10-4030-013559,13559
44057,2011-07-29 00:00:00,2011-08-10 00:00:00,SO44057,,10-4030-014577,14577
44058,2011-07-29 00:00:00,2011-08-10 00:00:00,SO44058,,10-4030-011056,11056
44059,2011-07-29 00:00:00,2011-08-10 00:00:00,SO44059,,10-4030-016688,16688
44060,2011-07-29 00:00:00,2011-08-10 00:00:00,SO44060,,10-4030-025273,25273
44061,2011-07-30 00:00:00,2011-08-11 00:00:00,SO44061,,10-4030-027919,27919
44062,2011-07-30 00:00:00,2011-08-11 00:00:00,SO44062,,10-4030-028041,28041
44063,2011-07-30 00:00:00,2011-08-11 00:00:00,SO44063,,10-4030-011240,11240
44064,2011-07-30 00:00:00,2011-08-11 00:00:00,SO44064,,10-4030-022050,22050
44065,2011-07-30 00:00:00,2011-08-11 00:00:00,SO44065,,10-4030-028062,28062
44066,2011-07-30 00:00:00,2011-08-11 00:00:00,SO44066,,10-4030-025867,25867
44067,2011-07-30 00:00:00,2011-08-11 00:00:00,SO44067,,10-4030-017049,17049
44068,2011-07-31 00:00:00,2011-08-12 00:00:00,SO44068,,10-4030-013541,13541
44069,2011-07-31 00:00:00,2011-08-12 00:00:00,SO44069,,10-4030-028395,28395
44070,2011-07-31 00:00:00,2011-08-12 00:00:00,SO44070,,10-4030-019829,19829
44071,2011-07-31 00:00:00,2011-08-12 00:00:00,SO44071,,10-4030-016691,16691
44072,2011-07-31 00:00:00,2011-08-12 00:00:00,SO44072,,10-4030-016656,16656
44073,2011-07-31 00:00:00,2011-08-12 00:00:00,SO44073,,10-4030-011044,11044
44074,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44074,PO20213115982,10-4020-000216,29592
44075,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44075,PO20155139653,10-4020-000092,29632
44076,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44076,PO19720140502,10-4020-000562,30003
44077,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44077,PO19401178507,10-4020-000173,29714
44078,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44078,PO19169159771,10-4020-000272,29622
44079,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44079,PO19488118734,10-4020-000057,29967
44080,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44080,PO18937118744,10-4020-000439,29733
44081,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44081,PO18299115585,10-4020-000118,29950
44082,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44082,PO17690137364,10-4020-000047,29803
44083,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44083,PO17719115878,10-4020-000631,29969
44084,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44084,PO17835143404,10-4020-000551,29494
44085,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44085,PO17545192039,10-4020-000155,29639
44086,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44086,PO17574175064,10-4020-000678,29722
44087,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44087,PO16095130285,10-4020-000096,29944
44088,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44088,PO16269137565,10-4020-000624,29842
44089,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44089,PO15950135717,10-4020-000114,29673
44090,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44090,PO15834170093,10-4020-000417,29659
44091,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44091,PO15863179138,10-4020-000545,29914
44092,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44092,PO15167143312,10-4020-000273,30090
44093,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44093,PO15138128112,10-4020-000093,29708
44094,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44094,PO14877175150,10-4020-000172,29711
44095,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44095,PO14964184959,10-4020-000581,29748
44096,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44096,PO13920114195,10-4020-000180,29655
44097,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44097,PO14268131774,10-4020-000418,29651
44098,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44098,PO13746121367,10-4020-000567,29504
44099,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44099,PO13717176693,10-4020-000473,29897
44100,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44100,PO13543119495,10-4020-000293,29690
44101,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44101,PO11977181307,10-4020-000675,29721
44102,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44102,PO11426145969,10-4020-000386,29681
44103,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44103,PO11107175113,10-4020-000156,29577
44104,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44104,PO10585171940,10-4020-000498,29755
44105,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44105,PO10382117173,10-4020-000453,29769
44106,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44106,PO319178820,10-4020-000116,30068
44107,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44107,PO261177749,10-4020-000647,30106
44108,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44108,PO667110590,10-4020-000365,29686
44109,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44109,PO783112882,10-4020-000091,29921
44110,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44110,PO1624152036,10-4020-000579,29486
44111,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44111,PO1740120267,10-4020-000460,29740
44112,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44112,PO1885183650,10-4020-000588,29649
44113,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44113,PO2697181021,10-4020-000187,29938
44114,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44114,PO3190199320,10-4020-000575,29746
44115,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44115,PO3248122509,10-4020-000366,29525
44116,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44116,PO4089171650,10-4020-000368,29685
44117,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44117,PO4408172413,10-4020-000143,29581
44118,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44118,PO4147180314,10-4020-000222,29883
44119,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44119,PO4640166555,10-4020-000648,29834
44120,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44120,PO5597155510,10-4020-000075,29702
44121,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44121,PO5220129819,10-4020-000169,29710
44122,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44122,PO5307162091,10-4020-000369,29518
44123,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44123,PO6322187277,10-4020-000503,29498
44124,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44124,PO6786110112,10-4020-000003,29637
44125,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44125,PO6873116192,10-4020-000238,29872
44126,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44126,PO7192167220,10-4020-000020,29810
44127,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44127,PO7569162058,10-4020-000608,29562
44128,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44128,PO9541192839,10-4020-000279,30088
44129,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44129,PO9483186106,10-4020-000054,29966
44130,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44130,PO9106111486,10-4020-000602,29642
44131,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44131,PO9019194963,10-4020-000576,29487
44132,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44132,PO9570191688,10-4020-000585,29484
44133,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44133,PO9599144193,10-4020-000170,29715
44134,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44134,,10-4030-013821,13821
44135,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44135,,10-4030-028156,28156
44136,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44136,,10-4030-022114,22114
44137,2011-08-01 00:00:00,2011-08-13 00:00:00,SO44137,,10-4030-017328,17328
44138,2011-08-02 00:00:00,2011-08-14 00:00:00,SO44138,,10-4030-013765,13765
44139,2011-08-02 00:00:00,2011-08-14 00:00:00,SO44139,,10-4030-013792,13792
44140,2011-08-02 00:00:00,2011-08-14 00:00:00,SO44140,,10-4030-012221,12221
44141,2011-08-02 00:00:00,2011-08-14 00:00:00,SO44141,,10-4030-013572,13572
44142,2011-08-02 00:00:00,2011-08-14 00:00:00,SO44142,,10-4030-022058,22058
44143,2011-08-02 00:00:00,2011-08-14 00:00:00,SO44143,,10-4030-028145,28145
44144,2011-08-02 00:00:00,2011-08-14 00:00:00,SO44144,,10-4030-017071,17071
44145,2011-08-02 00:00:00,2011-08-14 00:00:00,SO44145,,10-4030-017309,17309
44146,2011-08-02 00:00:00,2011-08-14 00:00:00,SO44146,,10-4030-017310,17310
44147,2011-08-02 00:00:00,2011-08-14 00:00:00,SO44147,,10-4030-017320,17320
44148,2011-08-03 00:00:00,2011-08-15 00:00:00,SO44148,,10-4030-028172,28172
44149,2011-08-03 00:00:00,2011-08-15 00:00:00,SO44149,,10-4030-017242,17242
44150,2011-08-03 00:00:00,2011-08-15 00:00:00,SO44150,,10-4030-017315,17315
44151,2011-08-03 00:00:00,2011-08-15 00:00:00,SO44151,,10-4030-025558,25558
44152,2011-08-04 00:00:00,2011-08-16 00:00:00,SO44152,,10-4030-011334,11334
44153,2011-08-04 00:00:00,2011-08-16 00:00:00,SO44153,,10-4030-028168,28168
44154,2011-08-04 00:00:00,2011-08-16 00:00:00,SO44154,,10-4030-028181,28181
44155,2011-08-04 00:00:00,2011-08-16 00:00:00,SO44155,,10-4030-028131,28131
44156,2011-08-04 00:00:00,2011-08-16 00:00:00,SO44156,,10-4030-025887,25887
44157,2011-08-04 00:00:00,2011-08-16 00:00:00,SO44157,,10-4030-017055,17055
44158,2011-08-05 00:00:00,2011-08-17 00:00:00,SO44158,,10-4030-013567,13567
44159,2011-08-05 00:00:00,2011-08-17 00:00:00,SO44159,,10-4030-028182,28182
44160,2011-08-05 00:00:00,2011-08-17 00:00:00,SO44160,,10-4030-028186,28186
44161,2011-08-06 00:00:00,2011-08-18 00:00:00,SO44161,,10-4030-013772,13772
44162,2011-08-06 00:00:00,2011-08-18 00:00:00,SO44162,,10-4030-028185,28185
44163,2011-08-06 00:00:00,2011-08-18 00:00:00,SO44163,,10-4030-028193,28193
44164,2011-08-06 00:00:00,2011-08-18 00:00:00,SO44164,,10-4030-028088,28088
44165,2011-08-06 00:00:00,2011-08-18 00:00:00,SO44165,,10-4030-017065,17065
44166,2011-08-06 00:00:00,2011-08-18 00:00:00,SO44166,,10-4030-014581,14581
44167,2011-08-06 00:00:00,2011-08-18 00:00:00,SO44167,,10-4030-017308,17308
44168,2011-08-07 00:00:00,2011-08-19 00:00:00,SO44168,,10-4030-012211,12211
44169,2011-08-07 00:00:00,2011-08-19 00:00:00,SO44169,,10-4030-028179,28179
44170,2011-08-07 00:00:00,2011-08-19 00:00:00,SO44170,,10-4030-028183,28183
44171,2011-08-07 00:00:00,2011-08-19 00:00:00,SO44171,,10-4030-028112,28112
44172,2011-08-07 00:00:00,2011-08-19 00:00:00,SO44172,,10-4030-014584,14584
44173,2011-08-08 00:00:00,2011-08-20 00:00:00,SO44173,,10-4030-013784,13784
44174,2011-08-08 00:00:00,2011-08-20 00:00:00,SO44174,,10-4030-017229,17229
44175,2011-08-08 00:00:00,2011-08-20 00:00:00,SO44175,,10-4030-017246,17246
44176,2011-08-09 00:00:00,2011-08-21 00:00:00,SO44176,,10-4030-012220,12220
44177,2011-08-09 00:00:00,2011-08-21 00:00:00,SO44177,,10-4030-011337,11337
44178,2011-08-09 00:00:00,2011-08-21 00:00:00,SO44178,,10-4030-028097,28097
44179,2011-08-09 00:00:00,2011-08-21 00:00:00,SO44179,,10-4030-025888,25888
44180,2011-08-09 00:00:00,2011-08-21 00:00:00,SO44180,,10-4030-011058,11058
44181,2011-08-09 00:00:00,2011-08-21 00:00:00,SO44181,,10-4030-017294,17294
44182,2011-08-09 00:00:00,2011-08-21 00:00:00,SO44182,,10-4030-017299,17299
44183,2011-08-10 00:00:00,2011-08-22 00:00:00,SO44183,,10-4030-028158,28158
44184,2011-08-10 00:00:00,2011-08-22 00:00:00,SO44184,,10-4030-017247,17247
44185,2011-08-10 00:00:00,2011-08-22 00:00:00,SO44185,,10-4030-017280,17280
44186,2011-08-12 00:00:00,2011-08-24 00:00:00,SO44186,,10-4030-025889,25889
44187,2011-08-12 00:00:00,2011-08-24 00:00:00,SO44187,,10-4030-017069,17069
44188,2011-08-13 00:00:00,2011-08-25 00:00:00,SO44188,,10-4030-020052,20052
44189,2011-08-13 00:00:00,2011-08-25 00:00:00,SO44189,,10-4030-020054,20054
44190,2011-08-13 00:00:00,2011-08-25 00:00:00,SO44190,,10-4030-011061,11061
44191,2011-08-13 00:00:00,2011-08-25 00:00:00,SO44191,,10-4030-017248,17248
44192,2011-08-14 00:00:00,2011-08-26 00:00:00,SO44192,,10-4030-013570,13570
44193,2011-08-14 00:00:00,2011-08-26 00:00:00,SO44193,,10-4030-028164,28164
44194,2011-08-14 00:00:00,2011-08-26 00:00:00,SO44194,,10-4030-017064,17064
44195,2011-08-14 00:00:00,2011-08-26 00:00:00,SO44195,,10-4030-017249,17249
44196,2011-08-14 00:00:00,2011-08-26 00:00:00,SO44196,,10-4030-017295,17295
44197,2011-08-15 00:00:00,2011-08-27 00:00:00,SO44197,,10-4030-028096,28096
44198,2011-08-15 00:00:00,2011-08-27 00:00:00,SO44198,,10-4030-028150,28150
44199,2011-08-15 00:00:00,2011-08-27 00:00:00,SO44199,,10-4030-017259,17259
44200,2011-08-15 00:00:00,2011-08-27 00:00:00,SO44200,,10-4030-017312,17312
44201,2011-08-16 00:00:00,2011-08-28 00:00:00,SO44201,,10-4030-012254,12254
44202,2011-08-16 00:00:00,2011-08-28 00:00:00,SO44202,,10-4030-028159,28159
44203,2011-08-16 00:00:00,2011-08-28 00:00:00,SO44203,,10-4030-028149,28149
44204,2011-08-16 00:00:00,2011-08-28 00:00:00,SO44204,,10-4030-014580,14580
44205,2011-08-16 00:00:00,2011-08-28 00:00:00,SO44205,,10-4030-017285,17285
44206,2011-08-17 00:00:00,2011-08-29 00:00:00,SO44206,,10-4030-011250,11250
44207,2011-08-17 00:00:00,2011-08-29 00:00:00,SO44207,,10-4030-028162,28162
44208,2011-08-17 00:00:00,2011-08-29 00:00:00,SO44208,,10-4030-025879,25879
44209,2011-08-17 00:00:00,2011-08-29 00:00:00,SO44209,,10-4030-017257,17257
44210,2011-08-18 00:00:00,2011-08-30 00:00:00,SO44210,,10-4030-013783,13783
44211,2011-08-18 00:00:00,2011-08-30 00:00:00,SO44211,,10-4030-028154,28154
44212,2011-08-18 00:00:00,2011-08-30 00:00:00,SO44212,,10-4030-028170,28170
44213,2011-08-18 00:00:00,2011-08-30 00:00:00,SO44213,,10-4030-017351,17351
44214,2011-08-18 00:00:00,2011-08-30 00:00:00,SO44214,,10-4030-017332,17332
